نام,gender,score
Alexsa,0,1
Alexsander,1,1
یلیکسسینڈرا,0,1
یلیکسسینڈیا,0,1
Alexsandro,1,1
الیکسسی,0,0
Alexsi,1,1
Alexsia,0,1
Alexsis,0,0.86878453
Alexson,1,1
الکسسنڈرا,0,1
Alexssa,0,1
Alexsus,0,1
Alexsys,0,1
Alexuis,0,1
Alexus,0,0
Alexusia,0,1
Alexuss,0,1
Alexx,1,0.638838475
Alexxa,0,1
Alexxander,1,1
Alexxandra,0,1
Alexxandria,0,1
Alexxes,0,1
Alexxia,0,1
Alexxis,0,0.994773519
Alexxus,0,1
Alexxys,0,1
Alexy,0,0.549206349
Alexya,0,1
Alexyanna,0,1
الیکیایا,0,1
Alexis,0,0.917387346
Alexis,0,1
Alexie,0,1
Alexz,0,1
Alexza,0,1
الیگزینڈر,1,1
Alexzander,1,1
Alexzandra,0,1
Alexzandrea,0,1
یلیکسزندریہ,0,1
یلیکسزندری,0,1
Alexzandyr,1,1
Alexzavier,1,1
الیکسیا,0,1
Alexis,0,1
ایلی,0,0.846153846
الیاہ,0,1
اللیہ,0,1
ایلیانا,0,1
Aleycia,0,1
ایلیڈا,0,1
آپ کو مل گیا,0,1
الہی,0,1
الیاہ,0,1
ایلییاہ,0,1
aleyla,0,1
aleyna,0,1
Aleynah,0,1
الینینا,0,1
ایلیا,0,1
ویسے بھی,0,1
ایلیشا,0,1
ایلیشا,0,1
الیاسیا,0,1
ایلیسا,0,1
Aleosa,0,1
Alez,1,1
فلائی,0,1
ایلس,0,1
Alezander,1,1
Alezandra,0,1
اسکندریہ,0,1
Alezandro,1,1
الزوے,0,1
نہیں,0,1
A,1,0
الفا,0,0.979079498
الفا,0,1
الفا Nette,0,1
الفاسوسو,1,1
الفریڈ,1,1
Alfaretta,0,1
الفرق,1,0
البرابر,1,0
الفی,1,1
الفییو,1,0
Alferd,1,1
Alferdo,1,1
Alferetta,0,1
الفی,1,1
الفی,1,1
Alfhard,1,0
الفر,1,0
Alfhild,0,0
Alfhildr,0,0
الفی,1,1
الیاہ,0,1
الفی,1,0
الفی,1,1
الفی جارج,1,1
الفی ج,1,1
الفی جیک,1,1
الفی جائی,1,1
الفی جیمز,1,1
الفی جے,1,1
الفی جے,1,1
الفی جان,1,1
الفی جولوسف,1,1
الفی جونیئر,1,1
الیفی لی,1,1
الفی رے,1,1
الفی تھامس,1,1
الفین,1,1
Alfio,1,1
الفیہ,0,1
Alfonce,1,1
الفون,1,0
الفاسا,1,0.929032258
الفوسن,1,1
الفاسنینا,0,0
Alfonso,1,0
Alfonso,1,1
الفانسو,1,0
Alfonza,1,1
Alfonzia,1,1
Alfonzie,1,1
Alfonzo,1,1
Alford,1,0.998954631
الفورنیا,1,1
Alfr,1,0
Alfread,1,1
الفردہ,0,1
الفریڈ,1,0
الفریڈ,0,0
الفریڈ,1,0
الفریڈڈی,1,1
Alfredia,0,1
الریدو,1,0
الریٹرک,1,1
الفاہرا,0,1
الفاڈا,0,1
الفرٹا,0,1
منفرد,0,1
الفیادا,0,1
الفون,1,0
الفا,1,1
تنخواہ,0,0.96350365
الگر,1,0
الگا,0,1
طحالب,0,0.67816092
الجنس,1,1
الجزائر,1,0
Algerd,1,1
الجزائر,0,1
الجیریائی,0,1
الگرنون,1,0
مکمل,1,1
Algertha,0,1
الیاہ,1,0.557692308
Algie,1,0.808994709
الگن,1,1
الگریز,1,1
الگریز,1,1
الگیس,1,1
Algot,1,1
Algy,1,1
الہیگی,1,1
الہجی,1,1
الحقیم,1,1
الہام,0,1
حمیدی,0,0
پر مشتمل ہے,1,1
الہانا,0,1
الانؤف,0,1
الشان,1,1
الشان,1,1
Alhassane,1,1
Alheli,0,1
الہینا,0,1
Alhia,0,1
Al houssen,1,1
Alhowra,0,0
لیکن,1,0
الیاس,0,0
الیاہ,0,1
عباس,1,1
علی عباس,1,1
علی,0,0
علیہ,0,1
Aliah,0,1
علیاکبر,1,1
علی اکبر,1,1
علیاکارڈر,1,0
علیاکسی,1,0
ایلین,1,1
الیاانا,0,1
الیاہ,0,1
علیاندرا,0,1
الیسی,0,1
اتحادیوں,0,1
دیگر,0,1
Aliannah,0,1
Alianne,0,1
Aliannie,0,1
Alianny,0,1
الیسی,0,1
الیئنس,0,1
علی,1,1
لیکن اصغر,1,1
الیاونا,0,1
پریشانی,0,1
علیہ السلام,0,1
الیاس,1,1
الیک,1,1
Alica,0,0
نظر انداز,0,1
Alican,1,1
الیکیا,0,1
ایلس,0,0
الیسا,0,1
الیسنن,0,1
الیسیا,0,1
ایلس لوائس,0,0
Alicemae,0,1
ایلس ایم اے,0,0
الکیاماریوں,0,1
ایلس ہو سکتا ہے,0,0
Alican,0,1
گلابی ایلس,0,0
الیسسن,0,1
الیکشن,0,1
ایلس,0,1
نہیں کیا,0,1
اس نے روکا,0,1
الیکیا,0,0
الیاس فضل,0,0
الیسیہ,0,1
الیکیا جین,0,0
الیکیا لاؤ,0,0
الیکیا ایم اے,0,0
الیلیسیمی,0,1
الیکیا ماری,0,0
الیاس ہو سکتا ہے,0,0
الشان,0,1
Aliciana,0,1
Alicianna,0,1
ایلیسیا گلاب,0,0
الیکیا,0,1
یلس,0,0
الیک,1,1
الیکیا,0,1
الیکن,0,1
الدہ,0,0
الیاہ,0,1
الیدیا,0,1
Alie,0,0.864661654
الیا,0,1
الیاہ,0,1
ایلس,0,1
ایلس,0,1
الیاڈا,0,1
Aliee,0,1
الیین,0,1
الیاگھ,0,1
Aliehs,0,0
غیر ملکی,0,1
اجنبی,0,1
اجنبی,0,1
علییننا,0,1
Alienor,0,0
الیری,0,1
ایلس,0,1
الجزائر,0,1
شکار,0,1
الیشہ ہو سکتا ہے,0,0
علیشاہ,0,1
الیٹیٹ,0,1
Alieu,1,1
علیی,0,1
الیا,0,1
الیازا,0,1
الیازہ,0,1
A,1,1
الفا,0,0
ان پر,0,1
علی ہسان,1,1
دوسروں,1,0.857142857
پوکوہ مینیجر,0,0
شامل ہوں,0,1
Aliisa,0,0
علییہ,0,1
الیا,1,0.6
الیاہ,1,0.87901462
الجیان,1,0
الجیاندرا,0,1
Alejandro,1,1
الجیہ,1,0.796296296
الیاہ,1,1
تم,1,0.982269504
الکا,1,0.537856441
الکیہ,0,1
الکی,1,1
اسی طرح,0,1
الکخان,1,0
الکی,0,1
الیلا,0,1
خدا,0,1
پکارا,0,1
وہ حاملہ تھی,0,1
الیلیانا,0,1
سائنسدان,1,0
Alima,0,1
